RDATE,X1
8/9/2015,90
8/10/2015,88
8/11/2015,88.6
8/12/2015,89.8
8/13/2015,91.6
8/14/2015,95.2
8/15/2015,95.6
8/16/2015,93
8/17/2015,89.2
8/18/2015,88.2
8/19/2015,90.4
8/20/2015,94.6
8/21/2015,97.6
8/22/2015,92.8
8/23/2015,90.6
8/24/2015,93.6
8/25/2015,94
8/26/2015,96.6
8/27/2015,95.8
8/28/2015,92.6
8/29/2015,93.6
8/30/2015,97
8/31/2015,96.6
9/1/2015,95.2
9/2/2015,97.8
9/3/2015,96
9/4/2015,99.4
9/5/2015,96.6
9/6/2015,96
9/7/2015,94.8
9/8/2015,85.4
9/9/2015,86.2
9/10/2015,81.8
9/11/2015,85.8
9/12/2015,92
9/13/2015,95.6
9/14/2015,97.2
9/15/2015,91.4
9/16/2015,87
9/17/2015,86.4
9/18/2015,85.2
9/19/2015,82.6
9/20/2015,83.8
9/21/2015,88.2
9/22/2015,91.4
9/23/2015,87.2
9/24/2015,90.4
9/25/2015,90.8
9/26/2015,79.2
9/27/2015,79
9/28/2015,74.4
9/29/2015,74.4
9/30/2015,75.4
10/1/2015,76.4
10/2/2015,81.4
10/3/2015,81.6
10/4/2015,80.8
10/5/2015,85.2
10/6/2015,89.8
10/7/2015,88.4
10/8/2015,86.4
10/9/2015,81.6
10/10/2015,79
10/11/2015,83.2
10/12/2015,82.6
10/13/2015,79.4
10/14/2015,78.2
10/15/2015,85
10/16/2015,91.4
10/17/2015,79.8
10/18/2015,79
10/19/2015,80
10/20/2015,84.8
10/21/2015,89.4
10/22/2015,93.2
10/23/2015,91.4
10/24/2015,91.2
10/25/2015,90
10/26/2015,88.2
10/27/2015,75
10/28/2015,72.4
10/29/2015,72.2
10/30/2015,69
10/31/2015,74
11/1/2015,79
11/2/2015,82.2
11/3/2015,80
11/4/2015,81
11/5/2015,82
11/6/2015,79.2
11/7/2015,79.2
11/8/2015,85
11/9/2015,87.4
11/10/2015,79.8
11/11/2015,78
11/12/2015,79.8
11/13/2015,76
11/14/2015,76
11/15/2015,75.4
11/16/2015,80.6
11/17/2015,88.6
11/18/2015,87.6
11/19/2015,78.6
11/20/2015,61
11/21/2015,63.4
11/22/2015,67.8
11/23/2015,71.8
11/24/2015,74
11/25/2015,69.2
11/26/2015,63.4
11/27/2015,58
11/28/2015,50.6
11/29/2015,53.6
11/30/2015,55.2
12/1/2015,62.8
12/2/2015,66.6
12/3/2015,64.2
12/4/2015,58.4
12/5/2015,64.2
12/6/2015,65
12/7/2015,64.2
12/8/2015,63.2
12/9/2015,68.2
12/10/2015,65.8
12/11/2015,65.6
12/12/2015,71.2
12/13/2015,70.8
12/14/2015,64.8
12/15/2015,62.2
12/16/2015,63.2
12/17/2015,63
12/18/2015,59.8
12/19/2015,64
12/20/2015,71
12/21/2015,67.6
12/22/2015,64.2
12/23/2015,54.6
12/24/2015,59.2
12/25/2015,56.2
12/26/2015,50.4
12/27/2015,58.8
12/28/2015,58.4
12/29/2015,57
12/30/2015,58.8
12/31/2015,67.6
1/1/2016,65.4
1/2/2016,66.8
1/3/2016,70
1/4/2016,68.8
1/5/2016,67
1/6/2016,73.2
1/7/2016,72
1/8/2016,62.6
1/9/2016,60.6
1/10/2016,63.8
1/11/2016,61.2
1/12/2016,62.4
1/13/2016,62.6
1/14/2016,62
1/15/2016,64
1/16/2016,60.8
1/17/2016,61
1/18/2016,68
1/19/2016,72.2
1/20/2016,63.4
1/21/2016,61.6
1/22/2016,65.4
1/23/2016,72.2
1/24/2016,72
1/25/2016,70.8
1/26/2016,64.8
1/27/2016,71.6
1/28/2016,73
1/29/2016,72
1/30/2016,72.8
1/31/2016,77.4
2/1/2016,79.4
2/2/2016,72
2/3/2016,58.4
2/4/2016,56.4
2/5/2016,60
2/6/2016,66
2/7/2016,68.4
2/8/2016,70.4
2/9/2016,61.4
2/10/2016,69.2
2/11/2016,69
2/12/2016,66.2
2/13/2016,68.2
2/14/2016,69.2
2/15/2016,69.8
2/16/2016,70.4
2/17/2016,72
2/18/2016,72.4
2/19/2016,71.4
2/20/2016,76.8
2/21/2016,77.4
2/22/2016,64.4
2/23/2016,68.4
2/24/2016,73.6
2/25/2016,78.2
2/26/2016,75.6
2/27/2016,79.8
2/28/2016,82.4
2/29/2016,73.6
